CountingMachine,date/time,latitude,longitude,elevation
1,2022-04-20 06:21:13.250831,-51.40045987760681,-120.5249026355177,435.9508692565663
2,2022-04-20 06:21:16.943459,-51.07516058252218,-117.33862167498643,435.7262203562481
3,2022-04-20 06:21:50.080926,-50.65202044450118,-114.17222384286,435.4588720900954
4,2022-04-20 06:22:22.937900,-50.142363335840386,-111.10004573557003,435.15500788567573
5,2022-04-20 06:22:55.831653,-49.54425870353635,-108.09252436530033,434.8123158161665
6,2022-04-20 06:23:29.009232,-48.8573194694557,-105.14370430890169,434.4297705870398
7,2022-04-20 06:24:01.860064,-48.09781646044631,-102.31001563277678,434.0154936069029
8,2022-04-20 06:24:34.687833,-47.26416135005317,-99.56766723405262,433.56770160393796
9,2022-04-20 06:25:07.881619,-46.350069377197705,-96.88911602234305,433.0824471728023
10,2022-04-20 06:25:41.085209,-45.36845104304711,-94.30512731782501,432.5661623351227
11,2022-04-20 06:26:14.248100,-44.32531328780983,-91.81921384985668,432.0216771930311
12,2022-04-20 06:26:47.057007,-43.23584543351391,-89.45185348723244,431.45673171407515
13,2022-04-20 06:27:19.918100,-42.0913831595847,-87.17029849841569,430.8668693271009
14,2022-04-20 06:27:53.120632,-40.88482037001191,-84.953224083444,430.24878407590467
15,2022-04-20 06:28:25.988789,-39.64438835488495,-82.84244088895976,429.61743398425875
16,2022-04-20 06:28:58.840304,-38.36229133056395,-80.81251611989997,428.9694749270663
17,2022-04-20 06:29:31.679058,-37.04167041285698,-78.85919513910004,428.30735525204597
18,2022-04-20 06:30:04.881517,-35.66985891686359,-76.95718944828957,427.6258645882242
19,2022-04-20 06:30:37.744117,-34.27872795822933,-75.1427059294084,426.94204591427086
20,2022-04-20 06:31:10.558620,-32.85918002871888,-73.39433626528971,426.25263423870825
21,2022-04-20 06:31:43.402440,-31.410331890952627,-71.70381902840391,425.55864130032313
22,2022-04-20 06:32:16.613800,-29.91954826148877,-70.05126299923882,424.855762542138
23,2022-04-20 06:32:49.459771,-28.42050478123568,-68.46774944932811,424.16152840632407
24,2022-04-20 06:33:22.607962,-26.886209221942075,-66.91860987109686,423.4651373888808
25,2022-04-20 06:33:55.420929,-25.347592825787846,-65.42941997403548,422.78234859001515
26,2022-04-20 06:34:28.281888,-23.788676424950598,-63.978714485044456,422.10763594115275
27,2022-04-20 06:35:01.138883,-22.213491296057747,-62.56551259938208,421.4445462750681
28,2022-04-20 06:35:34.288736,-20.609125664465456,-61.17427522319921,420.7896744122507
29,2022-04-20 06:36:07.440852,-18.990907169880227,-59.81451347259908,420.1513176775236
30,2022-04-20 06:36:40.304493,-17.37454887203928,-58.49474600992996,419.53709135250534
31,2022-04-20 06:37:13.504715,-15.730575075363072,-57.18702663239864,418.9375035964379
32,2022-04-20 06:37:46.320020,-14.095948277213877,-55.91696740768393,418.3675372578795
33,2022-04-20 06:38:19.516709,-12.433672507081017,-54.65221411080433,417.81577718375826
34,2022-04-20 06:38:52.386947,-10.780258403031956,-53.4171963079014,417.29578011744314
35,2022-04-20 06:39:25.240994,-9.121302156693991,-52.19752336003686,416.8038176356623
36,2022-04-20 06:39:58.377398,-7.442663252098237,-50.97982792540731,416.33719794998296
37,2022-04-20 06:40:31.519768,-5.759609957649185,-49.77225444827309,415.90157711314754
38,2022-04-20 06:41:04.706624,-4.070234975010928,-48.570380490988185,415.4974207633295
39,2022-04-20 06:41:37.527711,-2.3973580831770573,-47.38732027313336,415.1304328524795
40,2022-04-20 06:42:10.386072,-0.7211067962086894,-46.20599352177578,414.7963050789837
41,2022-04-20 06:42:43.246499,0.955809956324529,-45.02542698581257,414.49604015150777
42,2022-04-20 06:43:16.065552,2.6302300961119314,-43.844965426814035,414.2303889159516
43,2022-04-20 06:43:48.929836,4.305646906171213,-42.65925190043163,413.9988910985979
44,2022-04-20 06:44:21.799048,5.97906330951239,-41.46747408173216,413.8019696480503
45,2022-04-20 06:44:54.647394,7.648209703329546,-40.268290474289756,413.6396399792242
46,2022-04-20 06:45:27.481917,9.311042609600266,-39.06018627355,413.5116223122002
47,2022-04-20 06:46:00.265949,10.969003665969925,-37.8390516928302,413.41721913572866
48,2022-04-20 06:46:33.126357,12.62319348902383,-36.60085071688218,413.35577230588916
49,2022-04-20 06:47:05.942755,14.267895244874143,-35.34656846409713,413.32668307055206
50,2022-04-20 06:47:38.761078,15.90344614068629,-34.072597740225916,413.32890857263953
51,2022-04-20 06:48:11.559057,17.529373006906884,-32.775770837380676,413.3613497580713
52,2022-04-20 06:48:44.339957,19.144479151483143,-31.45332256525427,413.42278914945246
53,2022-04-20 06:49:17.529161,20.76663423614325,-30.086002833944416,413.5131104264881
54,2022-04-20 06:49:50.347119,22.357161308970046,-28.702202804754634,413.6287823108628
55,2022-04-20 06:50:23.530332,23.950276082170674,-27.26768641286566,413.7707751097881
56,2022-04-20 06:50:56.366115,25.510077824238802,-25.810063502911515,413.934346968145
57,2022-04-20 06:51:29.186503,27.051313366077125,-24.311488979952863,414.119029234815
58,2022-04-20 06:52:02.284580,28.585351237510906,-22.75487140578858,414.32479818338504
59,2022-04-20 06:52:35.107127,30.084902874084108,-21.16227234181977,414.546314159848
60,2022-04-20 06:53:08.301872,31.577250328612468,-19.498293302928854,414.7859814456262
61,2022-04-20 06:53:41.128356,33.02695194790213,-17.796019012685395,415.03642244250426
62,2022-04-20 06:54:13.947114,34.448027337951984,-16.033672693127123,415.29809633492573
63,2022-04-20 06:54:46.769425,35.838211000765476,-14.206870279862907,415.56896961813794
64,2022-04-20 06:55:19.982212,37.21132160279633,-12.287638595766387,415.85042713100586
65,2022-04-20 06:55:52.834252,38.53257705876216,-10.316098328198521,416.1338654702617
66,2022-04-20 06:56:25.654035,39.81298203783991,-8.269401052376425,416.4200134750924
67,2022-04-20 06:56:58.492909,41.05124115467528,-6.140459971188436,416.70728797962266
68,2022-04-20 06:57:32.128923,42.27138895269625,-3.8719420636262414,417.0004552503088
69,2022-04-20 06:58:05.338916,43.42435402684063,-1.5414673864401216,417.2868211934929
70,2022-04-20 06:58:38.159505,44.50930161515342,0.853036102909282,417.5649165485655
71,2022-04-20 06:59:10.951603,45.5350654382981,3.3381943355289825,417.8360951019736
72,2022-04-20 06:59:43.749535,46.49853435390506,5.9177044964869205,418.0989472538726
73,2022-04-20 07:00:16.568591,47.395718567570945,8.592992952160746,418.3519754577982
74,2022-04-20 07:00:49.385967,48.22151176441387,11.36109449847651,418.5934850997276
75,2022-04-20 07:01:22.184737,48.971166679053646,14.217897785400739,418.8219694172272
76,2022-04-20 07:01:55.020941,49.6415874197979,17.164083525993863,419.03652738462137
77,2022-04-20 07:02:28.220486,50.23375561048146,20.224343053142146,419.2378516363426
78,2022-04-20 07:03:01.002870,50.73010899906076,23.318666465530683,419.42022056368717
79,2022-04-20 07:03:33.766782,51.13501450123749,26.473602481798032,419.5852954625761
80,2022-04-20 07:04:06.574056,51.44621904651933,29.683893693093918,419.7326300111951
81,2022-04-20 07:04:39.377083,51.66079226038262,32.9323473676431,419.8613895452282
82,2022-04-20 07:05:12.175896,51.77712270492455,36.20496449865815,419.9711316126446
83,2022-04-20 07:05:45.355022,51.793985105602715,39.52348361644569,420.062462914829
84,2022-04-20 07:06:18.139244,51.710862915421764,42.80162366075058,420.1332739124942
85,2022-04-20 07:06:50.922347,51.52941588818124,46.055771285969506,420.18459635484487
86,2022-04-20 07:07:24.098998,51.24696263495598,49.315498638964826,420.2169683774813
87,2022-04-20 07:07:56.857529,50.87229244014494,52.489711337127595,420.2299127554975
88,2022-04-20 07:08:29.637002,50.40554461794789,55.6041244084376,420.22438017971365
89,2022-04-20 07:09:02.422867,49.85020605656047,58.64787839159984,420.20099234756793
90,2022-04-20 07:09:35.284332,49.207036477539205,61.62584876561432,420.160295070107
91,2022-04-20 07:10:08.499802,48.474591735477944,64.54721678811818,420.1025890528641
92,2022-04-20 07:10:41.718326,47.66313025980287,67.37747724536597,420.0292296275076
93,2022-04-20 07:11:14.925815,46.77757017621704,70.11222275647417,419.941428863848
94,2022-04-20 07:11:47.755236,45.83348937032482,72.7212722995345,419.8416799787471
95,2022-04-20 07:12:20.917133,44.81583610935362,75.2592712936027,419.7293273417978
96,2022-04-20 07:12:53.706792,43.748461134031274,77.67862562921187,419.60800180039325
97,2022-04-20 07:13:26.454744,42.62812941272847,80.00199162124687,419.4784723201581
98,2022-04-20 07:13:59.253131,41.454898352692794,82.24020222689254,419.3419154016972
99,2022-04-20 07:14:32.047847,40.23438994623784,84.39249716970363,419.2002425342055
100,2022-04-20 07:15:04.807343,38.971427873752944,86.46053170769677,419.0553551750642
101,2022-04-20 07:15:37.963711,37.65318477830901,88.47249274945453,418.9072561177303
102,2022-04-20 07:16:11.132560,36.294121950829435,90.41262793335933,418.7591700192301
103,2022-04-20 07:16:44.273243,34.902300963819414,92.27798480239636,418.61358340829656
104,2022-04-20 07:17:17.467553,33.47600521528759,94.07900040383642,418.47197609979924
105,2022-04-20 07:17:50.276893,32.03713594626786,95.79709999383061,418.33807503404273
106,2022-04-20 07:18:23.040601,30.57378861894665,97.45531828377149,418.212267213316
107,2022-04-20 07:18:55.831139,29.084952948862192,99.06133717999676,418.0961280369392
108,2022-04-20 07:19:28.645995,27.572755050783606,100.61874153408625,417.9915208105352
109,2022-04-20 07:20:01.450322,26.041482136738228,102.128807756862,417.9003925456673
110,2022-04-20 07:20:34.634069,24.47221202146883,103.61448574801996,417.823532070904
111,2022-04-20 07:21:07.432653,22.906078657749283,105.04192480391463,417.76453520679433
112,2022-04-20 07:21:40.210706,21.323012374575725,106.43512073780568,417.7238619887172
113,2022-04-20 07:22:13.004357,19.726779628730085,107.79515061148695,417.70308062662116
114,2022-04-20 07:22:46.199789,18.098618871596926,109.14150825929738,417.7037028828197
115,2022-04-20 07:23:19.004832,16.479066692716252,110.44469840359132,417.72700017484095
116,2022-04-20 07:23:51.740802,14.850852457560107,111.72310057738824,417.77396400605033
117,2022-04-20 07:24:24.938041,13.192105524435071,112.99696763739937,417.8467606769092
118,2022-04-20 07:24:58.103932,11.527663254438593,114.25026852135481,417.94572223264936
119,2022-04-20 07:25:31.287875,9.854627878823651,115.48861724102812,418.07186962018983
120,2022-04-20 07:26:04.136350,8.193505618087787,116.70037799880511,418.2239885460753
121,2022-04-20 07:26:37.462666,6.5040991748679415,117.91797771778728,418.4064780097457
122,2022-04-20 07:27:10.620774,4.818750011713176,119.1210155932656,418.6166589647155
123,2022-04-20 07:27:43.423576,3.149362584674487,120.30425941686799,418.85265527131435
124,2022-04-20 07:28:16.183166,1.4806021155783422,121.48164452481458,419.1162232789767
125,2022-04-20 07:28:48.939436,-0.18864969685664426,122.65683659582355,419.40743411204994
126,2022-04-20 07:29:22.132725,-1.878943838213495,123.84717114206644,419.7301970500817
127,2022-04-20 07:29:54.956148,-3.55101866897903,125.02789317786487,420.0767690342918
128,2022-04-20 07:30:28.113720,-5.237247790970407,126.22480926138954,420.4533342051122
129,2022-04-20 07:31:00.925077,-6.901092470012425,127.41489888381166,420.85101345651094
130,2022-04-20 07:31:33.742312,-8.563975442556323,128.6163230853246,421.2737595866261
131,2022-04-20 07:32:06.956454,-10.241173591071382,129.8434572798899,421.7250334832648
132,2022-04-20 07:32:40.115580,-11.909041486055141,131.08242087075968,422.19775713461325
133,2022-04-20 07:33:12.901641,-13.549696212275567,132.32277096429857,422.68518270626765
134,2022-04-20 07:33:46.083803,-15.204756356914311,133.59942202554885,423.19842052607794
135,2022-04-20 07:34:19.305063,-16.850834654314067,134.89843433159558,423.72924850119296
136,2022-04-20 07:34:52.477302,-18.483983237990426,136.22037978638667,424.2748413738717
137,2022-04-20 07:35:25.320869,-20.088794578157366,137.55605322198141,424.8281548790329
138,2022-04-20 07:35:58.113202,-21.67885400236108,138.92013122564182,425.3919620053148
139,2022-04-20 07:36:31.280180,-23.27214514892308,140.33295381253038,425.97118347064827
140,2022-04-20 07:37:04.126594,-24.833504279101536,141.7679077632927,426.5513429722012
141,2022-04-20 07:37:36.949512,-26.377561428955463,143.24241680597422,427.1359564040274
142,2022-04-20 07:38:09.821068,-27.90418387869798,144.76149063107135,427.7232600320197
143,2022-04-20 07:38:42.612881,-29.406257295724537,146.3232697885546,428.30878152440795
144,2022-04-20 07:39:15.819292,-30.904055867034838,147.95569211670002,428.8988160650216
145,2022-04-20 07:39:48.656045,-32.360208936874606,149.6243166346481,429.47698973692616
146,2022-04-20 07:40:21.470687,-33.788127675448756,151.34952179849537,430.0469497723866
147,2022-04-20 07:40:54.287766,-35.187192335611186,153.13741974597355,430.60693331071224
148,2022-04-20 07:41:27.441818,-36.567778400399334,155.01034110119954,431.15966812732717
149,2022-04-20 07:42:00.249684,-37.899003241759644,156.93420787221982,431.6914611879966
150,2022-04-20 07:42:33.087713,-39.19367492122501,158.93414854222925,432.2062412268299
151,2022-04-20 07:43:05.911950,-40.44687379297853,161.01149512498475,432.70097876347086
152,2022-04-20 07:43:38.743317,-41.65605251176411,163.17131606524228,433.17373578651893
153,2022-04-20 07:44:11.529683,-42.81580763292826,165.41348469686093,433.6216211656159
154,2022-04-20 07:44:44.732224,-43.93779559549463,167.77406862568697,434.04838498316104
155,2022-04-20 07:45:17.949861,-45.00334984759694,170.22877646129976,434.44628615442934
156,2022-04-20 07:45:51.066273,-46.00473849013704,172.77039326329543,434.8121081157518
157,2022-04-20 07:46:23.910898,-46.93351663285462,175.3849000830931,435.14269216733607
158,2022-04-20 07:46:57.118498,-47.80294280938448,178.1227756028683,435.4426181180491
159,2022-04-20 07:47:30.244359,-48.59600808835315,-179.05335614343707,435.70588674946214
160,2022-04-20 07:48:03.366988,-49.31048326913876,-176.14050415783356,435.93187398304127
161,2022-04-20 07:48:36.199582,-49.93700738088439,-173.17016016358127,436.11789644802957
162,2022-04-20 07:49:09.044952,-50.47844459878693,-170.12279407978326,436.26509941827226
163,2022-04-20 07:49:42.200965,-50.9347861823315,-166.978325260442,436.37334489365287
164,2022-04-20 07:50:15.001872,-51.293871538772564,-163.81038031632323,436.4398213485268
165,2022-04-20 07:50:47.844335,-51.55874191359671,-160.5933119688903,436.4653711970867
166,2022-04-20 07:51:21.016801,-51.728081873061384,-157.31150394069826,436.44914713030346
167,2022-04-20 07:51:53.865012,-51.79722266164588,-154.04389431753262,436.39126765378717
168,2022-04-20 07:52:26.684875,-51.76782317009177,-150.77604999179883,436.2918738203991
169,2022-04-20 07:52:59.543389,-51.6399976224969,-147.51602773606928,436.1509114045481
170,2022-04-20 07:53:32.731413,-51.411955840396956,-144.24988151074584,435.96679042778624
171,2022-04-20 07:54:05.622020,-51.08958582867508,-141.05309600674477,435.7434614505759
172,2022-04-20 07:54:38.429018,-50.67504486449372,-137.91807699851097,435.48101560222983
173,2022-04-20 07:55:11.282431,-50.16914820763996,-134.8389343567649,435.1789627320117
174,2022-04-20 07:55:44.128700,-49.57661722282113,-131.8343959518075,434.8391601805872
175,2022-04-20 07:56:16.971454,-48.90102148236862,-128.910211571516,434.4626699199094
176,2022-04-20 07:56:49.791169,-48.14692514792483,-126.07373423977769,434.0511211479553
177,2022-04-20 07:57:22.637523,-47.317427189696645,-123.32474314660413,433.60540577972597
178,2022-04-20 07:57:55.865943,-46.406577747173785,-120.63766772160902,433.1217650008303
179,2022-04-20 07:58:28.676595,-45.44080453987003,-118.07809022805301,432.6137126847948
180,2022-04-20 07:59:01.473663,-44.41379879091991,-115.61240169040772,432.0775170028829
181,2022-04-20 07:59:34.334309,-43.327223809288974,-113.23385520855058,431.51392290693667
182,2022-04-20 08:00:07.223940,-42.18594709467445,-110.94307562929548,430.92553894622245
183,2022-04-20 08:00:40.020933,-40.99827147041851,-108.74566327269937,430.316907399623
184,2022-04-20 08:01:12.814648,-39.764815469027155,-106.63195244444513,429.6888004681578
185,2022-04-20 08:01:45.636558,-38.48778986419923,-104.5963708925604,429.04301255579537
186,2022-04-20 08:02:18.478863,-37.170663901874214,-102.63570931590331,428.3821565727578
187,2022-04-20 08:02:51.316551,-35.8174546674845,-100.74747145589149,427.7092716738039
188,2022-04-20 08:03:24.136752,-34.43213050712312,-98.92893241618006,427.0274954016143
189,2022-04-20 08:03:56.968056,-33.01449599265327,-97.17227312586718,426.3380476784365
190,2022-04-20 08:04:29.782598,-31.570271359429917,-95.47745271221135,425.6451427943631
191,2022-04-20 08:05:02.601944,-30.09992458232491,-93.83819548976805,424.9505252902446
192,2022-04-20 08:05:35.430041,-28.604086509651356,-92.24908837303451,424.25613375045435
193,2022-04-20 08:06:08.261546,-27.08708267768455,-90.70891798417325,423.5656733390509
194,2022-04-20 08:06:41.083054,-25.550559357063303,-89.21375650469855,422.8816074057021
195,2022-04-20 08:07:14.268186,-23.978476310806812,-87.74374679055556,422.19883049210085
196,2022-04-20 08:07:47.056758,-22.40871990693567,-86.32930954398718,421.5355443643572
197,2022-04-20 08:08:19.893634,-20.821123809595893,-84.94683813380199,420.8847012048959
198,2022-04-20 08:08:53.058710,-19.204002068564485,-83.58257251340176,420.2436163314954
199,2022-04-20 08:09:26.186757,-17.577068510272774,-82.24947057955468,419.62209407724106
200,2022-04-20 08:09:58.998222,-15.952999748163313,-80.95338736986837,419.0262635388809
201,2022-04-20 08:10:31.836775,-14.318241286642253,-79.67936917262826,418.4524137763069
202,2022-04-20 08:11:04.657485,-12.676624031235516,-78.42683846468618,417.9033329335341
203,2022-04-20 08:11:37.818340,-11.008909516851212,-77.1780626922374,417.3743916780586
204,2022-04-20 08:12:10.634646,-9.352677544024973,-75.95789549489655,416.87878931499466
205,2022-04-20 08:12:43.429737,-7.692046159776773,-74.75112351029773,416.4124005336877
206,2022-04-20 08:13:16.285058,-6.023871691829225,-73.55241568247804,415.9754059784985
207,2022-04-20 08:13:49.082442,-4.3565865369661845,-72.36482114525337,415.57084620233644
208,2022-04-20 08:14:22.256003,-2.665754449077165,-71.16808809850883,415.19401352682377
209,2022-04-20 08:14:55.036385,-0.9926576036275807,-69.98851802811338,414.85473945299475
210,2022-04-20 08:15:27.881366,0.683575039246172,-68.80843021825072,414.54871074254885
211,2022-04-20 08:16:00.779712,2.3621648851430908,-67.62549136139816,414.2764939373147
212,2022-04-20 08:16:33.614383,4.034775444935447,-66.44269188443675,414.0394864148478
213,2022-04-20 08:17:06.470646,5.709519296454042,-65.25137862594362,413.8364766080945
214,2022-04-20 08:17:39.287890,7.376672979332015,-64.05552368267276,413.66843285905384
215,2022-04-20 08:18:12.078196,9.040426037127755,-62.849157325888754,413.5344575638925
216,2022-04-20 08:18:44.942772,10.701944634874803,-61.628315070426495,413.43405289658574
217,2022-04-20 08:19:17.772911,12.355683745859647,-60.39388914513048,413.36693102608405
218,2022-04-20 08:19:50.616663,14.00285166710307,-59.14172394800509,413.33221111169644
219,2022-04-20 08:20:23.770109,15.657528177399925,-57.8573154930383,413.3291315907705
220,2022-04-20 08:20:56.597071,17.286359745242375,-56.56299827974367,413.3566693059126
221,2022-04-20 08:21:29.410225,18.903604193576122,-55.24420824013577,413.41339759278765
222,2022-04-20 08:22:02.587804,20.52741619575786,-53.88161467306071,413.4991302222368
223,2022-04-20 08:22:35.403976,22.11995574060727,-52.502814419526075,413.61049149023
224,2022-04-20 08:23:08.238480,23.698727102778182,-51.08898031485096,413.74679711512505
225,2022-04-20 08:23:41.049940,25.259464679330737,-49.63938832025727,413.90612049729475
226,2022-04-20 08:24:14.195193,26.81957186766444,-48.13211676950358,414.0889883861429
227,2022-04-20 08:24:46.980354,28.342052283593997,-46.597731532311684,414.2893998364793
228,2022-04-20 08:25:20.086244,29.85836837961627,-44.999033564281156,414.50975032069124
229,2022-04-20 08:25:53.262285,31.353672693982023,-43.34432632128911,414.74653911548603
230,2022-04-20 08:26:26.099381,32.807948269195116,-41.65036883147698,414.99465498064876
231,2022-04-20 08:26:58.928468,34.2333006784712,-39.89773586167593,415.25420457619276
232,2022-04-20 08:27:31.750176,35.62919430000894,-38.07991308934744,415.52347206277904
233,2022-04-20 08:28:04.577448,36.99161348934309,-36.19442192138566,415.80012840619196
234,2022-04-20 08:28:37.387725,38.31737723692648,-34.23767452133998,416.08201868790724
235,2022-04-20 08:29:10.194379,39.60402344095329,-32.20479885059909,416.3672026603732
236,2022-04-20 08:29:43.389190,40.86287702455525,-30.06613134222161,416.6570715410318
237,2022-04-20 08:30:16.185068,42.06057443576737,-27.86869504258923,416.94274122631816
238,2022-04-20 08:30:48.999249,43.20926225112189,-25.583001770295812,417.22586837380385
239,2022-04-20 08:31:22.195940,44.3172915192379,-23.178138751834148,417.5077537359277
240,2022-04-20 08:31:55.011362,45.35384177969632,-20.71002873099138,417.77977711904805
241,2022-04-20 08:32:27.814581,46.32986496143721,-18.145009252900685,418.04405251543176
242,2022-04-20 08:33:01.025180,47.249837113416554,-15.454376191601582,418.3014987946444
243,2022-04-20 08:33:33.846539,48.08806545806064,-12.70126787982577,418.5446289408687
244,2022-04-20 08:34:07.049098,48.85951347986068,-9.82431514894381,418.777637409901
245,2022-04-20 08:34:39.843345,49.54178167035118,-6.895363736968349,418.9937529866731
246,2022-04-20 08:35:12.660838,50.14129083120956,-3.881961609162917,419.19496335236374
247,2022-04-20 08:35:45.490591,50.65328314342201,-0.7953197406601611,419.3799511266193
248,2022-04-20 08:36:18.310854,51.07439880512384,2.35606990745493,419.54786172762357
249,2022-04-20 08:36:51.511928,51.40465193324357,5.59669395476095,419.6994727533529
250,2022-04-20 08:37:24.335004,51.63434034808378,8.842886745505806,419.83083544317185
251,2022-04-20 08:37:57.576141,51.7668485709138,12.156909081548555,419.9445152107844
252,2022-04-20 08:38:30.344227,51.797935656244704,15.43287708154414,420.03714942843226
253,2022-04-20 08:39:03.454786,51.728789356879034,18.743160947494953,420.11116572658926
254,2022-04-20 08:39:36.173795,51.56142863645671,21.99963435345691,420.16490316523635
255,2022-04-20 08:40:08.947591,51.2967219031921,25.22638626375739,420.1994288186431
256,2022-04-20 08:40:41.728899,50.936668356540366,28.408535616869774,420.2149864624226
257,2022-04-20 08:41:14.527602,50.48376328800075,31.534607796727013,420.21199582919843
258,2022-04-20 08:41:47.312741,49.94143224669341,34.592370743363176,420.19103171010966
259,2022-04-20 08:42:20.116266,49.31300846045116,37.57475143629291,420.15279860132404
260,2022-04-20 08:42:52.902348,48.602931429663634,40.4727319768911,420.09818055154074
261,2022-04-20 08:43:25.694285,47.81513499462757,43.282577736919755,420.0281462978267
262,2022-04-20 08:43:58.481418,46.95434061639646,45.99973864145452,419.9438413661946
263,2022-04-20 08:44:31.277570,46.023994284276284,48.625230742821344,419.84639491921814
264,2022-04-20 08:45:04.087996,45.028883117360145,51.15705871716149,419.73717840266835
265,2022-04-20 08:45:36.873577,43.974329153485336,53.593542370772255,419.6177453454906
266,2022-04-20 08:46:10.065564,42.84968147898636,55.96677902292532,419.4879097671985
267,2022-04-20 08:46:42.866909,41.685958392096644,58.22218246353426,419.352413566384
268,2022-04-20 08:47:15.665224,40.47420493443779,60.39104844185348,419.2114810709946
269,2022-04-20 08:47:48.481713,39.217226693910035,62.47822632624953,419.0667691321201
270,2022-04-20 08:48:21.304118,37.918873549319514,64.48664477986455,418.9201342699043
271,2022-04-20 08:48:54.460856,36.56876221465265,66.43928857562837,418.77195898863437
272,2022-04-20 08:49:27.244760,35.198807831977156,68.29875354487808,418.62729522679575
273,2022-04-20 08:50:00.040162,33.79631631667009,70.09220713171686,418.48631016290614
274,2022-04-20 08:50:32.837889,32.36425568911102,71.8232498536843,418.3509392842898
275,2022-04-20 08:51:05.959371,30.89062746592913,73.51204626166582,418.2218634036342
276,2022-04-20 08:51:38.797653,29.40465235160728,75.13157415649253,418.10334987590375
277,2022-04-20 08:52:11.594847,27.897852159305454,76.69846106417842,417.9962317883949
278,2022-04-20 08:52:44.769354,26.352627983672367,78.23574788046636,417.9011495297662
279,2022-04-20 08:53:17.630353,24.802952843205386,79.71491212461038,417.82188660961555
280,2022-04-20 08:53:50.818446,23.220338783323076,81.16831885232506,417.7586280076731
281,2022-04-20 08:54:23.622964,21.640323934194033,82.56829624236315,417.71430120981404
282,2022-04-20 08:54:56.406225,20.04723467531194,83.93417297577803,417.68959570283045
283,2022-04-20 08:55:29.189270,18.44145950506603,85.26989840656154,417.68588721498014
284,2022-04-20 08:56:01.977623,16.824029189486243,86.57861902751044,417.70448385173563
285,2022-04-20 08:56:34.819772,15.193785343210969,87.86499763818513,417.74666446155146
286,2022-04-20 08:57:07.671914,13.554459631792508,89.12965688685443,417.8134898757814
287,2022-04-20 08:57:40.504604,11.908479494930738,90.37424081273609,417.9058165087445
288,2022-04-20 08:58:13.323097,10.25624775846175,91.60182864827338,418.02443599886925
289,2022-04-20 08:58:46.426270,8.58198165385378,92.82711844008138,418.1715848963789
290,2022-04-20 08:59:19.229632,6.919615235710724,94.02842709122585,418.34485937158155
291,2022-04-20 08:59:52.045348,5.252907117203487,95.22075905313349,418.5460008898019
292,2022-04-20 09:00:25.239655,3.564149054290095,96.41959962344905,418.77793516763126
293,2022-04-20 09:00:58.413403,1.874582423279569,97.61272722567823,419.0383460817777
294,2022-04-20 09:01:31.604838,0.18322701284134638,98.80381915472836,419.32736991317984
295,2022-04-20 09:02:04.398953,-1.4878485047193613,99.98029100954834,419.6405868834887
296,2022-04-20 09:02:37.210372,-3.158833815736309,101.15923405945993,419.9809868442907
297,2022-04-20 09:03:09.964406,-4.825027298318232,102.340190705678,420.34710170564944
298,2022-04-20 09:03:42.761841,-6.490593410866792,103.5290042148306,420.7392233199991
299,2022-04-20 09:04:15.946610,-8.172003575756287,104.74059978554057,421.1609836463318
300,2022-04-20 09:04:49.099076,-9.846938845949744,105.96217094240471,421.60629175073365
301,2022-04-20 09:05:21.903675,-11.498535183914644,107.18428589817584,422.0692049106053
302,2022-04-20 09:05:54.680683,-13.141984602226312,108.42106413093943,422.55243386449604
303,2022-04-20 09:06:27.506951,-14.780082329139466,109.67791660306304,423.05557378763433
304,2022-04-20 09:07:00.697224,-16.427247824282315,110.96985615180006,423.58208136012723
305,2022-04-20 09:07:33.493507,-18.044724341294152,112.2700452075005,424.1180822804393
306,2022-04-20 09:08:06.329545,-19.652827831968338,113.59805686139427,424.66846662146315
307,2022-04-20 09:08:39.119789,-21.24610325810555,114.95330275774344,425.2297694151071
308,2022-04-20 09:09:12.349832,-22.846525107486528,116.35943509363209,425.80833668213046
309,2022-04-20 09:09:45.200961,-24.411864156448445,117.78385067215329,426.38721630342957
310,2022-04-20 09:10:17.974468,-25.959166034406568,119.24575433478903,426.9707331398795
311,2022-04-20 09:10:50.754521,-27.486926540956368,120.74854146805285,427.55657491136486
312,2022-04-20 09:11:23.585054,-28.99668206331097,122.29905504240476,428.1436239580238
313,2022-04-20 09:11:56.762659,-30.499792421078947,123.91587916815851,428.73471408570697
314,2022-04-20 09:12:29.578320,-31.962081154001513,125.56822183444802,429.3147251043664
315,2022-04-20 09:13:02.416471,-33.398907814229005,127.27858160647044,429.8880573151589
316,2022-04-20 09:13:35.206314,-34.80485464129859,129.04718639335204,430.45101114919134
317,2022-04-20 09:14:08.386162,-36.19570330456554,130.9027875299544,431.0084591273593
318,2022-04-20 09:14:41.217241,-37.53770868501109,132.8083448537776,431.54551643704735
319,2022-04-20 09:15:14.047169,-38.84271970631393,134.7870296636552,432.06569921510015
320,2022-04-20 09:15:46.867194,-40.10730796347184,136.84227225029917,432.5665347230796
